date,brand_id,brand,image_url,city_name,sku_id,sku_name,category_id,category_name,sub_category_id,sub_category_name,est_qty_sold,est_sales_sp,est_sales_mrp,listed_ds_count,ds_count,in_stock_count,wt_osa,wt_osa_ls,mrp,sp,discount
2025-03-26,17390,Sweet Karam Coffee,http://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-31,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-04,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-22,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-23,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-07,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-29,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-10,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-11,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-06,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-27,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,"Sweet Karam Coffee Madras Mixture Namkeen, - No Palm Oil - Pack of 4",1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-21,17390,Sweet Karam Coffee,http://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-08,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-03,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-12,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-08,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-01,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,1,368,396,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-03,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-25,17390,Sweet Karam Coffee,http://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-26,17390,Sweet Karam Coffee,http://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-13,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-20,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-17,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-06,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-18,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-13,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-04,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-19,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-20,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-17,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-23,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-12,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-28,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-01,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-30,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-09,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-10,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-19,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-04-01,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-11,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-05,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-28,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-29,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-27,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,"Sweet Karam Coffee Madras Mixture Namkeen, - No Palm Oil - Pack of 5",1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-31,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-16,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-30,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-24,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-16,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-03-05,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/4bd6632c-1c38-4b3c-bafb-b64a89181292.jpg?ts=1722934701,Chennai,563256,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 5,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,495,446,0.098989898989898989
2025-04-01,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,357,0.098484848484848481
2025-03-07,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-18,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-24,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-22,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-09,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-21,17390,Sweet Karam Coffee,http://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-25,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/639f90f5-1f04-46c4-9df9-0d2e660e4cd8.jpg?ts=1720508011,Chennai,559008,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil - Pack of 4,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,41,1,0.024390243902439025,1,396,368,0.0707070707070707
2025-03-31,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Pune,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,17,1581,1683,54,57,53,0.92982456140350878,0.98148148148148151,99,93,0.060606060606060608
2025-03-13,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Pune,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,57,5301,5643,54,57,54,0.94736842105263153,1,99,93,0.060606060606060608
2025-03-17,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Pune,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,19,1767,1881,55,57,55,0.96491228070175439,1,99,93,0.060606060606060608
2025-04-01,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Mysore,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,2,180,198,5,5,5,1,1,99,90,0.090909090909090912
2025-03-23,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Mysore,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,3,279,297,5,5,5,1,1,99,93,0.060606060606060608
2025-03-31,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Chennai,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,19,1767,1881,39,41,39,0.95121951219512191,1,99,93,0.060606060606060608
2025-04-01,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Chennai,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,15,1350,1485,39,41,38,0.926829268292683,0.97435897435897434,99,90,0.090909090909090912
2025-03-17,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Chennai,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,17,1581,1683,39,41,39,0.95121951219512191,1,99,93,0.060606060606060608
2025-03-25,17390,Sweet Karam Coffee,http://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Meerut,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,3,279,297,6,6,6,1,1,99,93,0.060606060606060608
2025-03-06,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Meerut,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,2,186,198,6,6,6,1,1,99,93,0.060606060606060608
2025-03-26,17390,Sweet Karam Coffee,http://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Thrissur,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,1,93,99,1,1,1,1,1,99,93,0.060606060606060608
2025-03-09,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Thrissur,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,1,93,99,1,1,1,1,1,99,93,0.060606060606060608
2025-03-29,17390,Sweet Karam Coffee,https://cdn.grofers.com/app/assets/products/sliding_images/jpeg/a438ef38-28fc-4126-9edb-e4f7953a1e4f.jpg,Thrissur,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,1237,Munchies,1178,Bhujia & Mixtures,0,0,0,1,1,1,1,1,99,93,0.060606060606060608
